Período;Período.Format.2;Região;Instituição;Localização Geográfica;Urgências Geral;Urgências Pediátricas;Urgência Obstetricia;Urgência Psiquiátrica;Total Urgências
2013-02;2013/02/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;16649;6549;1565;;24763
2013-02;2013/02/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;25031;10162;2081;;37274
2013-02;2013/02/01;Região de Saúde LVT;Centro Hospitalar Médio Tejo, EPE;39.478072, -8.5404429;21034;5421;442;;26897
2013-02;2013/02/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;13859;9304;2351;;25514
2013-02;2013/02/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;14164;7454;2649;;24267
2013-02;2013/02/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;30979;13605;2258;;46842
2013-02;2013/02/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;15629;6301;676;;22606
2013-02;2013/02/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;18755;;1912;;20667
2013-02;2013/02/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;22127;6137;1365;;29629
2013-02;2013/02/01;Região de Saúde Norte;Centro Hospitalar Vila Nova de Gaia/Espinho, EPE;41.1094138, -8.5972617;18327;7985;1913;;28225
2013-03;2013/03/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;24440;;;;24440
2013-03;2013/03/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;20568;3062;253;;23883
2013-03;2013/03/01;Região de Saúde do Centro;Centro Hospitalar do Baixo Vouga, EPE;40.6362453, -8.6543716;33300;9181;1401;;43882
2013-03;2013/03/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;13459;5387;;;18846
2013-03;2013/03/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;21628;11427;4067;;37122
2013-03;2013/03/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;23554;9151;1000;;33705
2013-03;2013/03/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;18019;;1876;;19895
2013-04;2013/04/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;35012;5793;1254;;42059
2013-04;2013/04/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;66546;22061;8876;;97483
2013-04;2013/04/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;33785;13071;3126;;49982
2013-04;2013/04/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;27943;18615;4678;;51236
2013-04;2013/04/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;62858;26370;4544;;93772
2013-04;2013/04/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;23836;;2534;;26370
2013-04;2013/04/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;41442;;;;41442
2013-05;2013/05/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;25213;8491;671;;34375
2013-05;2013/05/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;51343;15487;5804;;72634
2013-05;2013/05/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;21982;8489;;;30471
2013-05;2013/05/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;42446;16312;4001;;62759
2013-05;2013/05/01;Região de Saúde Norte;Centro Hospitalar Universitário do Porto, EPE;41.1472498, -8.6172617;48598;;5060;;53658
2013-05;2013/05/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;56737;15292;3616;;75645
2013-05;2013/05/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;21144;9700;;;30844
2013-05;2013/05/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;29994;;3208;;33202
2013-05;2013/05/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;48784;;;;48784
2013-06;2013/06/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;41357;5660;521;;47538
2013-06;2013/06/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;26201;9974;;;36175
2013-06;2013/06/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;25231;7580;631;;33442
2013-06;2013/06/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;50869;19278;4721;;74868
2013-06;2013/06/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;55336;18036;7282;;80654
2013-06;2013/06/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;39165;21155;6018;;66338
2013-06;2013/06/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;59564;27357;5551;;92472
2013-06;2013/06/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;42840;22062;8172;;73074
2013-06;2013/06/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;67856;18288;4273;;90417
2013-06;2013/06/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;25443;11500;;;36943
2013-07;2013/07/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;30393;12364;;;42757
2013-07;2013/07/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;90238;45275;6152;;141665
2013-07;2013/07/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;35669;11216;942;;47827
2013-07;2013/07/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;29492;8660;729;;38881
2013-07;2013/07/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;59802;21949;5505;;87256
2013-07;2013/07/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;64617;20499;8717;;93833
2013-07;2013/07/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;69944;31048;6546;;107538
2013-07;2013/07/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;113910;45339;8009;;167258
2013-07;2013/07/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;80102;21132;5081;;106315
2013-07;2013/07/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;83903;23787;7507;;115197
2013-07;2013/07/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;42633;;4483;;47116
2013-07;2013/07/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;68861;;;;68861
2013-08;2013/08/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;62393;;;;62393
2013-08;2013/08/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;107159;51423;7291;;165873
2013-08;2013/08/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;33807;9470;855;;44132
2013-08;2013/08/01;Região de Saúde LVT;Hospital de Loures, PPP;38.821455, -9.176296;79576;33983;7521;;121080
2013-08;2013/08/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;121860;40042;12653;;174555
2013-08;2013/08/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;63237;21674;2829;;87740
2013-08;2013/08/01;Região de Saúde Norte;Hospital de Braga, PPP;41.56785, -8.398982;87780;27858;8302;;123940
2013-08;2013/08/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;88928;15787;3338;;108053
2013-08;2013/08/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;80187;;;;80187
2013-09;2013/09/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;91633;32223;7688;;131544
2013-09;2013/09/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;137427;44682;14257;;196366
2013-09;2013/09/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;89034;;;;89034
2013-10;2013/10/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Baixo Alentejo, EPE;38.014123, -7.8721227;85012;12904;3392;;101308
2013-10;2013/10/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;76168;;;;76168
2013-10;2013/10/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;104540;35999;8667;;149206
2013-10;2013/10/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;103595;28900;11979;;144474
2013-10;2013/10/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;124983;63882;17807;6289;212961
2013-10;2013/10/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;68293;29795;7330;;105418
2013-10;2013/10/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;153231;50728;15938;;219897
2013-10;2013/10/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;73230;35584;14053;;122867
2013-10;2013/10/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;78643;26962;3567;;109172
2013-10;2013/10/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;113855;28666;7387;;149908
2013-10;2013/10/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;130199;17317;2921;;150437
2013-10;2013/10/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;101149;;;;101149
2013-11;2013/11/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;45698;12539;1183;;59420
2013-11;2013/11/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;92967;34014;8676;;135657
2013-11;2013/11/01;Região de Saúde LVT;Centro Hospitalar do Oeste, EPE;39.4054629, -9.1258493;131204;48839;11103;;191146
2013-11;2013/11/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;143473;36224;13707;;193404
2013-11;2013/11/01;Região de Saúde LVT;Hospital de Vila Franca de Xira, PPP;38.977235, -8.984506;68052;26080;5795;;99927
2013-11;2013/11/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;168074;56298;17518;;241890
2013-11;2013/11/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;132170;35623;11877;;179670
2013-11;2013/11/01;Região de Saúde Norte;Centro Hospitalar Trás-os-Montes e Alto Douro, EPE;41.3031784, -7.7515252;142367;19020;3184;;164571
2013-12;2013/12/01;Região de Saúde do Centro;Centro Hospitalar Universitário Cova da Beira, EPE;40.2804158, -7.4922407;60084;17680;1528;;79292
2013-12;2013/12/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;124218;35327;14198;;173743
2013-12;2013/12/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;184709;61833;19057;;265599
2013-12;2013/12/01;Região de Saúde LVT;Hospital Garcia de Orta, EPE;38.6658713, -9.1822554;87524;43516;16686;;147726
2013-12;2013/12/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;130703;22972;5000;;158675
2014-01;2014/01/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;6083;1124;339;;7546
2014-01;2014/01/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;8774;3825;830;;13429
2014-01;2014/01/01;Região de Saúde LVT;Centro Hospitalar de Lisboa Ocidental, EPE;38.708454, -9.216985;9195;3807;1288;;14290
2014-01;2014/01/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;7005;4298;970;;12273
2014-01;2014/01/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;16806;6347;1709;;24862
2014-01;2014/01/01;Região de Saúde Norte;Centro Hospitalar Universitário de São João, EPE;41.1831056, -8.6010558;15569;7794;1070;;24433
2014-01;2014/01/01;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173, -8.3086907;9653;3937;590;;14180
2014-01;2014/01/01;Região de Saúde Norte;Unidade Local de Saúde do Alto Minho, EPE;41.7056054, -8.8252713;11697;2273;371;;14341
2014-02;2014/02/01;Região de Saúde do Centro;Centro Hospitalar e Universitário de Coimbra, EPE;40.2191523, -8.4098211;30890;11172;4336;;46398
2014-02;2014/02/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;20345;6504;2309;;29158
2014-02;2014/02/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;7976;2611;197;;10784
2014-02;2014/02/01;Região de Saúde LVT;Centro Hospitalar Universitário de Lisboa Norte, EPE;38.7500861, -9.1616116;24592;7329;2396;;34317
2014-02;2014/02/01;Região de Saúde Norte;Centro Hospitalar do Médio Ave, EPE;41.3423984, -8.4802503;15930;6570;706;;23206
2014-02;2014/02/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;13136;;;;13136
2014-03;2014/03/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;24229;;;;24229
2014-03;2014/03/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Norte Alentejano, EPE;39.3003425, -7.4263845;21385;2849;239;;24473
2014-03;2014/03/01;Região de Saúde do Algarve;Centro Hospitalar Universitário do Algarve,EPE;37.0238973, -7.9281554;34160;19356;3792;;57308
2014-03;2014/03/01;Região de Saúde do Centro;Centro Hospitalar Tondela-Viseu, EPE;40.516364, -8.0827433;31164;9697;3487;;44348
2014-03;2014/03/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;19751;11632;3079;;34462
2014-03;2014/03/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;19987;10468;1882;;32337
2014-03;2014/03/01;Região de Saúde Norte;Centro Hospitalar Entre Douro e Vouga, EPE;40.9293884, -8.5458794;33218;9266;1969;;44453
2014-04;2014/04/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;31687;;;;31687
2014-04;2014/04/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;23232;4058;1375;;28665
2014-04;2014/04/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;16046;4924;401;;21371
2014-04;2014/04/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;33158;13055;3197;;49410
2014-04;2014/04/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;26772;13279;2585;;42636
2014-04;2014/04/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;61974;21448;6272;;89694
2014-04;2014/04/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;48798;13402;4096;;66296
2014-05;2014/05/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;28790;5128;1715;;35633
2014-05;2014/05/01;Região de Saúde LVT;Centro Hospitalar de Setúbal, EPE;38.5283754, -8.8818638;33329;18786;5129;;57244
2014-05;2014/05/01;Região de Saúde LVT;Hospital de Cascais, PPP;38.729006, -9.418267;35946;24101;6268;;66315
2014-05;2014/05/01;Região de Saúde LVT;Hospital Professor Doutor Fernando Fonseca, EPE;38.7422257, -9.2264834;77945;27159;7888;;112992
2014-05;2014/05/01;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173, -8.3086907;42274;15972;2820;;61066
2014-05;2014/05/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;31754;;3386;;35140
2014-06;2014/06/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;70035;22465;5169;;97669
2014-06;2014/06/01;Região de Saúde do Centro;Hospital Distrital da Figueira da Foz, EPE;40.117897, -8.8586755;24452;10282;;;34734
2014-06;2014/06/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;24069;7221;577;;31867
2014-06;2014/06/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;50044;19029;4779;;73852
2014-06;2014/06/01;Região de Saúde LVT;Hospital Distrital de Santarém, EPE;39.2410946, -8.6937515;40264;19601;4149;;64014
2014-06;2014/06/01;Região de Saúde Norte;Centro Hospitalar Póvoa de Varzim/Vila do Conde, EPE;41.3828711, -8.7589945;38291;;;;38291
2014-06;2014/06/01;Região de Saúde Norte;Unidade Local de Saúde do Nordeste, EPE;41.8056532, -6.7888197;58901;;;;58901
2014-07;2014/07/01;Região de Saúde do Centro;Unidade Local de Saúde da Guarda, EPE;40.5309916, -7.2734793;40377;7144;2396;;49917
2014-07;2014/07/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;58471;21512;5576;;85559
2014-07;2014/07/01;Região de Saúde Norte;Centro Hospitalar do Alto Ave, EPE;41.4387173, -8.3086907;59911;21883;3974;;85768
2014-07;2014/07/01;Região de Saúde Norte;Centro Hospitalar Tâmega e Sousa, EPE;41.2494561, -8.264901;85862;23260;7353;;116475
2014-07;2014/07/01;Região de Saúde Norte;Hospital Santa Maria Maior, EPE;41.5324234, -8.6171561;28853;11628;;;40481
2014-07;2014/07/01;Região de Saúde Norte;Unidade Local de Saúde de Matosinhos, EPE;41.1794456, -8.6745115;45033;;4763;;49796
2014-08;2014/08/01;Região de Saúde do Alentejo;Hospital Espírito Santo de Évora, EPE;38.5684861, -7.9032848;34942;13776;;;48718
2014-08;2014/08/01;Região de Saúde do Alentejo;Unidade Local de Saúde do Litoral Alentejano, EPE;38.0162314, -8.6956768;64838;;;;64838
2014-08;2014/08/01;Região de Saúde do Centro;Centro Hospitalar de Leiria, EPE;39.7414812, -8.7982706;94168;30206;6950;;131324
2014-08;2014/08/01;Região de Saúde do Centro;Unidade Local de Saúde de Castelo Branco, EPE;39.8212263, -7.4981271;32501;8997;780;;42278
2014-08;2014/08/01;Região de Saúde LVT;Centro Hospitalar Barreiro/Montijo, EPE;38.6554005, -9.0592392;66752;23511;6395;;96658
2014-08;2014/08/01;Região de Saúde LVT;Centro Hospitalar Universitário Lisboa Central, EPE;38.7166948, -9.1371248;98871;50007;14400;4926;168204
